DRUGBANK_ID,Drug_Number,SMILES
DB00624,204,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
DB00665,205,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
DB00984,206,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
DB01128,207,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
DB01395,208,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C
DB01420,209,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
DB02932,210,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
DB04839,211,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
DB06710,212,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DB07423,213,CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1
DB00536,214,N=C(N)N
DB00822,215,CCN(CC)C(=S)SSC(=S)N(CC)CC
DB02115,216,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12
DB00252,217,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
DB00273,218,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
DB01438,219,Nc1ccc(/N=N/c2ccccc2)c(N)n1
DB00361,220,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
DB00541,221,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
DB00570,222,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
DB01179,223,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
DB00724,224,CC(C)Cn1cnc2c(N)nc3ccccc3c21
DB01611,225,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
DB00514,226,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
DB01017,227,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
DB01120,228,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1
DB00872,229,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
DB00290,230,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1
DB00187,231,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
DB00195,232,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
DB00264,233,COCCc1ccc(OCC(O)CNC(C)C)cc1
DB00368,234,NC[C@H](O)c1ccc(O)c(O)c1
DB00373,235,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
DB00571,236,CC(C)NCC(O)COc1cccc2ccccc12
DB00612,237,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
DB00668,238,CNC[C@H](O)c1ccc(O)c(O)c1
DB00841,239,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
DB01001,240,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
DB01064,241,CC(C)NCC(O)c1ccc(O)c(O)c1
DB01193,242,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
DB04861,243,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
DB00281,244,CCN(CC)CC(=O)Nc1c(C)cccc1C
DB00296,245,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
DB00527,246,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
DB00645,247,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
DB00721,248,CCN(CC)CCOC(=O)c1ccc(N)cc1
DB00807,249,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
DB00892,250,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
DB00961,251,Cc1cccc(C)c1NC(=O)C1CCCCN1C
DB01086,252,CCOC(=O)c1ccc(N)cc1
DB01173,253,Cc1ccccc1C(OCCN(C)C)c1ccccc1
DB00583,254,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
DB01074,255,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
DB00203,256,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
DB00820,257,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
DB00862,258,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
DB00975,259,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
DB00128,260,N[C@@H](CC(=O)O)C(=O)O
DB01708,261,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O
DB00379,262,Cc1cccc(C)c1OCC(C)N
DB00564,263,NC(=O)N1c2ccccc2C=Cc2ccccc21
DB00740,264,Nc1nc2ccc(OC(F)(F)F)cc2s1
DB00750,265,CCCNC(C)C(=O)Nc1ccccc1C
DB00776,266,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
DB01195,267,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
DB02877,268,C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C
DB04942,269,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
DB00222,270,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
DB00672,271,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
DB00731,272,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
DB00912,273,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
DB01067,274,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
DB01124,275,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
DB01251,276,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C
DB00302,277,NC[C@H]1CC[C@H](C(=O)O)CC1
DB00513,278,NCCCCCC(=O)O
DB00197,279,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
DB00412,280,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
DB01132,281,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
DB06228,282,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
DB01373,283,[Ca]
DB01087,284,COc1cc(NC(C)CCCN)c2ncccc2c1
DB00178,285,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
DB00542,286,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O
DB00584,287,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
DB00691,288,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
DB00790,289,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
DB00881,290,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
DB01197,291,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
DB01340,292,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O
DB01213,293,Cc1cn[nH]c1
DB00200,294,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753(O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
DB00648,295,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
DB01367,296,C#CCN[C@@H]1CCc2ccccc21
DB00179,297,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1
DB00233,298,Nc1ccc(C(=O)O)c(O)c1
DB00471,299,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
DB00744,300,CC(c1cc2ccccc2s1)N(O)C(N)=O
DB01097,301,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
DB00242,302,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
DB00900,303,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
DB01667,304,Nc1nc2[nH]nnc2c(=O)[nH]1
DB02857,305,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB00600,306,Oc1ccc(OCc2ccccc2)cc1
DB00780,307,NNCCc1ccccc1
DB00331,308,CN(C)C(=N)NC(=N)N
DB03796,309,CCCCCCCCCCCCCCCC(=O)O
DB00811,310,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
DB00480,311,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
DB00482,312,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DB00533,313,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
DB00580,314,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
DB01041,315,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
DB04743,316,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
DB08597,317,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
DB00232,318,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
DB00381,319,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
DB00423,320,COc1ccccc1OCC(O)COC(N)=O
DB00436,321,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
DB00703,322,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
DB00869,323,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
DB00880,324,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
DB00999,325,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
DB01021,326,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
DB01144,327,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
DB01194,328,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
DB00400,329,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
DB00370,330,CN1CCN2c3ncccc3Cc3ccccc3C2C1
DB00484,331,Brc1c(NC2=NCCN2)ccc2nccnc12
DB00575,332,Clc1cccc(Cl)c1NC1=NCCN1
DB00633,333,Cc1cccc([C@H](C)c2c[nH]cn2)c1C
DB00656,334,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
DB00692,335,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
DB00697,336,Clc1ccc2nsnc2c1NC1=NCCN1
DB00797,337,c1ccc(CC2=NCCN2)cc1
DB00925,338,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
DB00935,339,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
DB00968,340,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
DB01392,341,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21
DB06148,342,CN1CCN2c3ccccc3Cc3ccccc3C2C1
DB06694,343,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
DB06711,344,c1ccc2c(CC3=NCCN3)cccc2c1
DB00216,345,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
DB00315,346,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
DB00490,347,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00669,348,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
DB00952,349,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
DB01616,350,CCN(CCCc1ccccc1)CCCc1ccccc1
DB06684,351,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
DB00393,352,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
DB00728,353,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1
DB00889,354,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2
DB01043,355,CC12CC3CC(C)(C1)CC(N)(C3)C2
DB00279,356,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
DB00451,357,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB03604,358,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
DB00115,359,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](n6cnc7cc(C)c(C)cc76)[C@@H]1O)[C@H]5CC(N)=O)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O
DB00695,360,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
DB00293,361,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1
DB00322,362,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
DB00432,363,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
DB00440,364,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
DB00441,365,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
DB00544,366,O=c1[nH]cc(F)c(=O)[nH]1
DB00642,367,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
DB01101,368,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
DB00631,369,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
DB01005,370,NC(=O)NO
DB01073,371,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB00980,372,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
DB06594,373,COc1ccc2cccc(CCNC(C)=O)c2c1
DB02329,374,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
DB00205,375,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
DB00563,376,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
DB01157,377,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
DB00609,378,CCc1cc(C(N)=S)ccn1
DB00951,379,NNC(=O)c1ccncc1
DB03608,380,N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1
DB00230,381,CC(C)C[C@H](CN)CC(=O)O
DB00836,382,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
DB01244,383,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
DB00140,384,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
DB00091,385,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
DB00402,386,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
DB00794,387,CCC1(c2ccccc2)C(=O)NCNC1=O
DB01205,388,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
DB01117,389,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
DB02262,390,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
DB00673,391,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB01221,392,CNC1(c2ccccc2Cl)CCCCC1=O
DB06717,393,C[C@@H](O[C@H]1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB01242,394,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
DB00257,395,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
DB00468,396,C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
DB00949,397,NC(=O)OCC(COC(N)=O)c1ccccc1
DB00831,398,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
DB01023,399,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
DB01115,400,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
DB00704,401,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
